PBDB_id,GBDB_id,Access,Ref,Phylum,Class,Order,Family,Genus,open.nomenclature.genus.,species,sp_assignment,open.nomenclature.species.,confirmed_name,identified_name,Section,early_interval,formation,member,bed,letter,range,range_m,stg,stg_ass,metres_bottom,metres_top,lithology1,lithology2,Count
NA,688,FALSE,"Zhao J. K., Sheng J. Z., Yao Z.Q., Liang X.L., Chen C.Z., Rui L., Liao Z.T. 1981. The Changhsingian and the Permian-Triassic boundary in South China. Bulletin of the Nanjing Institute of Geology and Paleontology 2, 1-112.",Mollusca,Cephalapoda,Ceratitida,Araxoceratidae ,,,,FALSE,,Araxoceratidae ,Araxoceratidae ,Meishan,Wuchiapingian,Longtan,,0,,FALSE,,0,TRUE,0,0.1,mudstone,,1
13055,34954,FALSE,"Yin, H. ""The Meishan section, candidate of the global stratotype section and point of Permian-Triassic boundary."" The Palaeozoic-Mesozoic boundary, Candidate of the Global Stratotype Section and Point of the Permian-Triassic Boundary (1996).",Mollusca,Cephalapoda,Ceratitida,Araxoceratidae ,,,,FALSE,,Araxoceratidae ,Araxoceratidae ,Meishan,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,siltstone,calcareous,1
NA,688,FALSE,"Zhao J. K., Sheng J. Z., Yao Z.Q., Liang X.L., Chen C.Z., Rui L., Liao Z.T. 1981. The Changhsingian and the Permian-Triassic boundary in South China. Bulletin of the Nanjing Institute of Geology and Paleontology 2, 1-112.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,,FALSE,,Acosarina ,Acosarina ,Meishan,Wuchiapingian,Longtan,,0,,FALSE,,0,TRUE,0,0.1,mudstone,,1
13055,34954,FALSE,"Yin, H. ""The Meishan section, candidate of the global stratotype section and point of Permian-Triassic boundary."" The Palaeozoic-Mesozoic boundary, Candidate of the Global Stratotype Section and Point of the Permian-Triassic Boundary (1996).",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,,FALSE,,Acosarina ,Acosarina ,Meishan,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,siltstone,calcareous,1
39112,NA,TRUE,"Chen, Z-Q, and Z-T Liao. Brachiopod faunas across the Wuchiapingian-Changhsingian (Late Permian) boundary at the stratotype section and subsurface of Changxing area, South China.(With 5 figures and 1 table). Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 11, no. 3 (2009): 315.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan D,Wuchiapingian,Longtan,,0,,FALSE,,0,TRUE,0,0.1,,,1
39112,NA,TRUE,"Chen, Z-Q, and Z-T Liao. Brachiopod faunas across the Wuchiapingian-Changhsingian (Late Permian) boundary at the stratotype section and subsurface of Changxing area, South China.(With 5 figures and 1 table). Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 11, no. 3 (2009): 315.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan D,Wuchiapingian,Longtan,,0,,FALSE,,0,TRUE,0,0.1,,,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
17859,NA,TRUE,"Wang, Y., Shen Shuzhong, Cao Changqun, Wang Wei, Charles Henderson, and Jin Yugan. ""The Wuchiapingian–Changhsingian boundary (Upper Permian) at Meishan of Changxing County, South China."" Journal of Asian Earth Sciences 26, no. 6 (2006): 575-583.",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,minuta,TRUE,,Acosarina minuta,Acosarina minuta,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
NA,NA,TRUE,"Sheng, J-Z., Chen, C-Z., Wang, Y-G., Lin, R., Liao, Z-T., Yuji, B., Ken-ichi, I., Nakazawa, K., Nakamura, K. 1984. Permian-Triassic boundary in the middle and eastern Tethys. Jour. Fac. Sci., Hokkaido Univ., Ser IV, 21 (1), 133-181,",Brachiopoda,Rhynchonellata,Orthida,Enteletidae,Acosarina,,sp.,TRUE,informal,Acosarina minuta,Acosarina sp.,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33840,NA,TRUE,"Crasquin S, M-B Forel, Feng Q, Yuan A, F Baudin & P-Y Collin. 2010, Ostracods (Crustacea) through the Permian-Triassic boundary in South China: the Meishan stratotype (Zhejiang Province). Journal of Systematic Palaeontology  Vol. 8",Arthropoda,Ostracoda,Podocopida,Acratiidae,Acratia,,subfusiformis,TRUE,,Acratia subfusiformis,Acratia subfusiformis,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,lower,0,TRUE,0,0.1,,,1
33840,NA,TRUE,"Crasquin S, M-B Forel, Feng Q, Yuan A, F Baudin & P-Y Collin. 2010, Ostracods (Crustacea) through the Permian-Triassic boundary in South China: the Meishan stratotype (Zhejiang Province). Journal of Systematic Palaeontology  Vol. 8",Arthropoda,Ostracoda,Podocopida,Acratiidae,Acratia,,subfusiformis,TRUE,,Acratia subfusiformis,Acratia subfusiformis,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,upper,0,TRUE,0,0.1,,,1
17859,NA,TRUE,"Wang, Y., Shen Shuzhong, Cao Changqun, Wang Wei, Charles Henderson, and Jin Yugan. ""The Wuchiapingian–Changhsingian boundary (Upper Permian) at Meishan of Changxing County, South China."" Journal of Asian Earth Sciences 26, no. 6 (2006): 575-583.",Foraminifera,Textulariata,Ammodiscida,Ammodiscidae,Ammodiscus,,sp.,TRUE,informal,Ammodiscus sp.,Ammodiscus sp.,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Foraminifera,Textulariata,Ammodiscida,Ammodiscidae,Ammodiscus,,,TRUE,,Ammodiscus sp.,Ammodiscus ,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,688,FALSE,"Zhao J. K., Sheng J. Z., Yao Z.Q., Liang X.L., Chen C.Z., Rui L., Liao Z.T. 1981. The Changhsingian and the Permian-Triassic boundary in South China. Bulletin of the Nanjing Institute of Geology and Paleontology 2, 1-112.",Brachiopoda,Strophomenata,Productida,Linoproductidae,Anidanthus,,sinosus,TRUE,,Anidanthus sinosus,Anidanthus sinosus,Meishan,Wuchiapingian,Longtan,,0,,FALSE,,0,TRUE,0,0.1,mudstone,,1
13055,34954,FALSE,"Yin, H. ""The Meishan section, candidate of the global stratotype section and point of Permian-Triassic boundary."" The Palaeozoic-Mesozoic boundary, Candidate of the Global Stratotype Section and Point of the Permian-Triassic Boundary (1996).",Brachiopoda,Strophomenata,Productida,Linoproductidae,Anidanthus,,sinosus,TRUE,,Anidanthus sinosus,Anidanthus sinosus,Meishan,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,siltstone,calcareous,1
31822,33413,FALSE,"Zhao J. luo X. Zhuo L. Zheng G. 1978. Late Permian Cephlaopods of South China. Science Press, Beijing.",Brachiopoda,Strophomenata,Productida,Linoproductidae,Anidanthus,,sinosus,TRUE,,Anidanthus sinosus,Anidenthus sinosus,Meishan,Wuchiapingian,Longtan,,20,,FALSE,,0,TRUE,0,0.1,mudstone,,1
33840,NA,TRUE,"Crasquin S, M-B Forel, Feng Q, Yuan A, F Baudin & P-Y Collin. 2010, Ostracods (Crustacea) through the Permian-Triassic boundary in South China: the Meishan stratotype (Zhejiang Province). Journal of Systematic Palaeontology  Vol. 8",Arthropoda,Ostracoda,Podocopida,Cytherideidae,Basslerella,,annesophieae,TRUE,,Basslerella annesophieae,Basslerella annesophieae,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,lower,0,TRUE,0,0.1,,,1
33840,NA,TRUE,"Crasquin S, M-B Forel, Feng Q, Yuan A, F Baudin & P-Y Collin. 2010, Ostracods (Crustacea) through the Permian-Triassic boundary in South China: the Meishan stratotype (Zhejiang Province). Journal of Systematic Palaeontology  Vol. 8",Arthropoda,Ostracoda,Podocopida,Cytherideidae,Basslerella,,annesophieae,TRUE,,Basslerella annesophieae,Basslerella annesophieae,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,upper,0,TRUE,0,0.1,,,1
NA,688,FALSE,"Zhao J. K., Sheng J. Z., Yao Z.Q., Liang X.L., Chen C.Z., Rui L., Liao Z.T. 1981. The Changhsingian and the Permian-Triassic boundary in South China. Bulletin of the Nanjing Institute of Geology and Paleontology 2, 1-112.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,0,,FALSE,,0,TRUE,0,0.1,mudstone,,1
13055,34954,FALSE,"Yin, H. ""The Meishan section, candidate of the global stratotype section and point of Permian-Triassic boundary."" The Palaeozoic-Mesozoic boundary, Candidate of the Global Stratotype Section and Point of the Permian-Triassic Boundary (1996).",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,siltstone,calcareous,1
36523,NA,FALSE,"Yang Z. Y., Yin H. F., Wu S. B.,  Yang F. Q.,  Ding M. H. and Xu  G. R. X. 1987. Permian-Triassic Boundary Stratigraphy and Fauna of South China 1-379",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
36523,NA,FALSE,"Yang Z. Y., Yin H. F., Wu S. B.,  Yang F. Q.,  Ding M. H. and Xu  G. R. X. 1987. Permian-Triassic Boundary Stratigraphy and Fauna of South China 1-379",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,2,,FALSE,,0,TRUE,0,0.1,,,1
36523,NA,FALSE,"Yang Z. Y., Yin H. F., Wu S. B.,  Yang F. Q.,  Ding M. H. and Xu  G. R. X. 1987. Permian-Triassic Boundary Stratigraphy and Fauna of South China 1-379",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,3,,FALSE,,0,TRUE,0,0.1,,,1
31822,33413,FALSE,"Zhao J. luo X. Zhuo L. Zheng G. 1978. Late Permian Cephlaopods of South China. Science Press, Beijing.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,10,,FALSE,,0,TRUE,0,0.1,biolithite,sandy,1
31822,33413,FALSE,"Zhao J. luo X. Zhuo L. Zheng G. 1978. Late Permian Cephlaopods of South China. Science Press, Beijing.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,11,,FALSE,,0,TRUE,0,0.1,mudstone,,1
31822,33413,FALSE,"Zhao J. luo X. Zhuo L. Zheng G. 1978. Late Permian Cephlaopods of South China. Science Press, Beijing.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,17,,FALSE,,0,TRUE,0,0.1,mudstone,,1
31822,33413,FALSE,"Zhao J. luo X. Zhuo L. Zheng G. 1978. Late Permian Cephlaopods of South China. Science Press, Beijing.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,19,,FALSE,,0,TRUE,0,0.1,mudstone,,1
31822,33413,FALSE,"Zhao J. luo X. Zhuo L. Zheng G. 1978. Late Permian Cephlaopods of South China. Science Press, Beijing.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan,Wuchiapingian,Longtan,,20,,FALSE,,0,TRUE,0,0.1,mudstone,,1
39112,NA,TRUE,"Chen, Z-Q, and Z-T Liao. Brachiopod faunas across the Wuchiapingian-Changhsingian (Late Permian) boundary at the stratotype section and subsurface of Changxing area, South China.(With 5 figures and 1 table). Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 11, no. 3 (2009): 315.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,lower,0,TRUE,0,0.1,,,1
39112,NA,TRUE,"Chen, Z-Q, and Z-T Liao. Brachiopod faunas across the Wuchiapingian-Changhsingian (Late Permian) boundary at the stratotype section and subsurface of Changxing area, South China.(With 5 figures and 1 table). Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 11, no. 3 (2009): 315.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,lower,0,TRUE,0,0.1,,,1
39112,NA,TRUE,"Chen, Z-Q, and Z-T Liao. Brachiopod faunas across the Wuchiapingian-Changhsingian (Late Permian) boundary at the stratotype section and subsurface of Changxing area, South China.(With 5 figures and 1 table). Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 11, no. 3 (2009): 315.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,upper,0,TRUE,0,0.1,,,1
39112,NA,TRUE,"Chen, Z-Q, and Z-T Liao. Brachiopod faunas across the Wuchiapingian-Changhsingian (Late Permian) boundary at the stratotype section and subsurface of Changxing area, South China.(With 5 figures and 1 table). Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 11, no. 3 (2009): 315.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan D,Wuchiapingian,Longtan,,02-Mar,,TRUE,upper,0,TRUE,0,0.1,,,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
NA,34332,TRUE,"Wang, Y., S-Z Shen, C-Q Cao, C. Henderson, G-P Zhu, J-M Liu, and Y-L Xu. Re-study on the Wuchiapingian-Changhsingian Boundary section at Meishan, Changxing Zhejiang Province. Di ceng xue za zhi: Dicengxue zazhi 28, no. 1 (2004): 34.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,mudstone,calcareous,1
17859,NA,TRUE,"Wang, Y., Shen Shuzhong, Cao Changqun, Wang Wei, Charles Henderson, and Jin Yugan. ""The Wuchiapingian–Changhsingian boundary (Upper Permian) at Meishan of Changxing County, South China."" Journal of Asian Earth Sciences 26, no. 6 (2006): 575-583.",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
33586,,TRUE,"Li W. Z. and Shen S. Z. 2008. Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China. Geobios 41:307-320",Brachiopoda,Strophomenata,Productida,Productinidae,Cathaysia,,chonetoides,TRUE,,Cathaysia chonetoides,Cathaysia chonetoides,Meishan C,Wuchiapingian,Longtan,,1,,FALSE,,0,TRUE,0,0.1,,,1
