bed,Abadehella coniformis,Abadehella minima,Abadehella planiseptata,Abriolina mediterranea,Abrobairdia bitubera,Abrobairdia brevicosta,Acosarina dorashanensis,Acosarina minuta,Acratia changxingensis,Acratia subfusiformis,Acratia visnyoensis,Acratia zhongyingensis,Aeolisaccus dunningtoni,Agathammina pusilla,Alphaneospirifer anshunensis,Ammodiscus sp.,Ammovertella inversus,Anidanthus sinosus,Araxathyris minuta,Asserculinia orbiculata,Astacolus aphrastus,Athyris sp.,Aurikirkbya alta,Bairdia bassoni,Bairdia baudini,Bairdia broutini,Bairdia cahuzaci,Bairdia deweveri,Bairdia fangnianqiaoi,Bairdia folgeri,Bairdia gaelleae,Bairdia guangxiensis,Bairdia hassi,Bairdia heishanensis,Bairdia limatusformis,Bairdia macdonnelli,Bairdia monstrabilis,Bairdia paussi,Bairdia permagna,Bairdia pierrevalentini,Bairdia sinuosa,Bairdia sp. 1,Bairdia sp. 2,Bairdia sp. 3,Bairdia sp. 4,Bairdia sp. 5,Bairdia sp. 6,Bairdia sp. 7,Bairdia subcontracta,Bairdia subleguminoides,Bairdia tantilla,Bairdia trianguliformis,Bairdia urodeloformis,Bairdia wailiensis,Bairdia wrodeloformis,Bairdia wushunbaoi,Bairdiacypris anisica,Bairdiacypris caeca,Bairdiacypris changxingensis,Bairdiacypris fornicata,Bairdiacypris longirobusta,Bairdiacypris sinensis,Bairdiacypris sp. 1,Bairdiolites sublepidocentri,Baschkirina ballei,Baschkirina huzhouensis,Baschkirina sp. A,Basslerella annesophieae,Basslerella reticulata,Biorbis sp.,Birdsallela nitida,Birdsallela sp.,Bradyina guangxiensis,Calaniella sp.,Callistadia sp.,Calvezina ottomana,Cathaysia chonetoides,Cathaysia parvulia,Cavellina gerryi,Cavellina rotunda,Ceratobairdia sinensis,Ceratobairdia venterocostata,Cetollina lageniforma,Changhsingoceras meishanense,Chonetella nasuta,Chonetes chonetoides,Chonetinella sp.,Claraia baoqingensis,Claraia concentrica,Claraia dieneri,Claraia fukienensis,Claraia griesbachi,Claraia jukiensis,Claraia longyanensis,Claraia staeschei,Claraia wangi,Clarkina carinata,Clarkina changxingensis,Clarkina deflecta,Clarkina dicerocarinata,Clarkina discreta,Clarkina hauschkei,Clarkina longicuspidata,Clarkina meishanensis,Clarkina orientalis,Clarkina parasubcarinata,Clarkina planata,Clarkina postwangi,Clarkina prechangxingensis,Clarkina predeflecta,Clarkina subcarinata,Clarkina taylorae,Clarkina tulongensis,Clarkina unilatecarinata,Clarkina wangi,Clarkina yini,Clarkina zhangi,Clarkina zhejiangensis,Climacammina climacamminoides,Colaniella media,Colaniella minima,Colaniella nana,Colaniella parva,Colaniella pulchra,Contraspina purdoni,Copicyntra robustodentata,Copicyntroides asteriformis,Cruricella subspeciosa,Crurithyris sp.,Cryptomorphina limonitica,Cryptoseptida anatoliensis,Cryptoseptida fragilis,Cryptoseptida gukurkoyi,Cyathus caperata,Cyathus elliptica,Cypridodella conflexa,Dagmarita altilis,Dagmarita chanakchiensis,Dagmarita elongata,Dagmarita liantanensis,Dagmarita miniscula,Dagmarita simplex,Dentalina sp.,Derbyia regularis,Dictyoclostus sp.,Diplosphaerina inaequalis,Diplosphaerina maljavkini,Dybowskiella regularis,Dybowskiella sinensis,Earlandia sp.,Edriosteges poyangensis,Ellisonia dinodoides,Ellisonia gradata,Ellisonia teicherti,Enantiognathus ziegleri,Endothecium sp.,Endothyra sp.,Entactinia meishanensis,Entactinia sp.,Entactinosphaera cimelia,Enteletes retardata,Entolium sp.,Eocristellaria typica,Eotuberitina maljovkini,Eotuberitina reitlingarae,Eotuberitina sphaera,Eumiraculum changxingensis,Fabalicypris alta,Fabalicypris minuta,Fabalicypris parva,Flustrella sp.,Foordiceras sp.,Frondicularia guangxiensis,Frondicularia laxa,Frondicularia ornata,Frondicularia ovata,Frondicularia palmata,Frondicularia palmate,Frondicularia simplex,Frondina guangxiensis,Frondina pamphyliensis,Frondina permica,Frondina sp. A,Frondina sp. B,Fusichonetes nayongensis,Fusichonetes pygmaea,Fusichonetes soochowensis ,Fusichonetes wongiana,Geinitzina araxensis,Geinitzina caucasica,Geinitzina chapmani,Geinitzina indepressa,Geinitzina kantharensis,Geinitzina longa,Geinitzina multicamerata,Geinitzina postcarbonica,Geinitzina primitiva,Geinitzina privativa,Geinitzina pusilla,Geinitzina simplex,Geinitzina spandeli,Geinitzina tcherdynzevi,Geinitzina uralica,Genus A sp.,Genus D sp. A,Genus D sp. B,Genus D sp. C,Genus D sp. D,Genus D sp. E,Genus D sp. F,Globivalvulina bulloides,Globivalvulina cyprica,Globivalvulina distensa,Globivalvulina globosa,Globivalvulina kantharensis,Globivalvulina mira,Globivalvulina vonderschmitti,Glomospira dublicata,Glomospira elegans,Glomospira gordialis,Glomospira irregularis,Glomospira ovalis,Glomospira regularis,Glomospira sinensis,Glomospira sp. B,Glomospirella hubeiensis,Glomospirella sp. 1,Glomospirella spirillinoides,Glyptophiceras sp.,Grandetortura nipponica,Grypoceras sp.,Gymnocodium bellerophontis,Haydenella kiangsiensis,Healdiacypris sp.,Hemidiscus caricus,Hemidiscus spiralis,Hemigordius baoqingensis,Hemigordius bronnimanni,Hemigordius changxingensis,Hemigordius guangdongensis,Hemigordius nanus,Hemigordius parvus,Hemigordius qinglongensis,Hemigordius regularis,Hemigordius rotundus,Hemigordius sp. A,Hemigordius sp. B,Hemigordius sp. C,Hemigordius xintanensis,Hemigordius zaninettiae,Hemiptychina sp.,Hibbardella sp.,Hibbardelloides sp.,Hindeodus changxingensis,Hindeodus eurypyge,Hindeodus inflatus,Hindeodus latidentatus,Hindeodus minutus,Hindeodus parvus,Hindeodus pisai,Hindeodus praeparvus,Hindeodus priscus,Hindeodus turgidus,Hindeodus typicalis,Hollinella mertensiformis,Hollinella panxiensis,Hollinella sp. 1,Hollinella sp. 2,Hollinella sp. 3,Hustedia indica,Hypophiceras changxingensis,Hypophiceras martini,Hypophiceras minor,Ichthyofrondina palmata,Ichthyolaria primitiva,Indivisia buekkensis,Indivisia sp. 1,Indivisia symmetrica,Isarcicella inflata,Isarcicella isarcica,Isarcicella lobata,Isarcicella peculiaris,Isarcicella staeschei,Isarcicella turgida,Ishigaum trifustis,Jinjiangoceras sp.,Kempfina sp. 1,Kempfina taihuensis,Knightina bullaensis,Knightina hongfui,Knightina hungarica,Knightina sp. A,Knightina sp. B,Knoxiella infirma,Langdaia laolongdongensis,Lepingosphaera stauracanthus,Leptodus sp.,Lingulina sp.,Lingulodiscina sp.,Lingulonodosaria orienta,Lingulonodosaria oztumeri,Lingulonodosaria piricamerata,Lingulonodosaria plana,Lingulonodosaria sp. 1,Liroceras meishanense,Lirometacoceras sp.,Liuchengoceras sp.,Liuzhinia praeantalyaensis,Lobobairdia rostriformis,Lobobairdia subsymmetrica,Lonchodina muelleri,Longmenshanoceras changxingensis,Lophophyllum sp.,Lopingoceras guangdeense,Lunucammina ichnousa,Lunucammina postcarbonica,Lunucammina spandeli,Lytophiceras sp.,Macrocypris menardensis,Marginifera sp.,Martinia sp.,Meekella kueichowensis,Meekoceras sp.,Meishanorhynchia meishanensis,Mennerella sp.,Metacoceras sp.,Metalonchodina mediocrisa,Metophiceras sp.,Microcheilinella bicornuta,Microcheilinella dorsicostata,Microcheilinella multinodosa,Microcheilinella perexilis,Microcheilinella qinglongensis,Microcheilinella rectodorsata,Microcheilinella shicheni,Microcheilinella sp. 1,Microcheilinella sp. 2,Microcheilinella sp. A,Microcheilinella sp. B,Microcheilinella subreniformis,Microcheilinella venusta,Millerella sp.,Mirabairdia langshanensis,Mirabairdia minuta,Mirabairdia sublangshanensis,Monotaxinoides sp.,Multidiscus guangxiensis,Multidiscus padangensis,Nankinella sp.,Neochonetes convexa,Neochonetes meishanensis,Neochonetes substrophomenoides,Neocycloceras sp.,Neodiscus melliloides,Neoendothyra dongdanensis,Neoendothyra eostaffelloidea,Neoendothyra parva,Neoendothyra permica,Neogeinitzina caucasica,Neoschizodus sp.,Neospathodus cristagalli,Neospathodus dieneri,Neospathodus kummeli,Neospathodus spathi,Neotainoceras pachydiscum,Neotuberitina maljavkini,Nodosaria acera,Nodosaria aceraeformis,Nodosaria angusta,Nodosaria ardmorensis,Nodosaria bella,Nodosaria decorosa,Nodosaria delicata,Nodosaria geinitzi,Nodosaria gracilis,Nodosaria grandis,Nodosaria guangdongensis,Nodosaria hexagona,Nodosaria incelebrata,Nodosaria indepressa,Nodosaria krotowi,Nodosaria longissima,Nodosaria mirabilis,Nodosaria netschajewi,Nodosaria patula,Nodosaria radicula,Nodosaria sagitta,Nodosaria satitata,Nodosaria shikhanica,Nodosaria skyphica,Nodosaria tenuiseptata,Nodosaria yishanensis,Nodosinella ardomerensis,Nodosinelloides aceraeformis,Nodosinelloides aequiamphla,Nodosinelloides camerata,Nodosinelloides netschajewi,Nodosinelloides pinardae,Nodosinelloides ronda,Nodosinelloides sagitta,Oldhamina squamosa,Oliganisus punctatus,Ophiceras sp.,Orbicoelia flabelliformis,Orbiculoidea minuta,Orthobairdia exilimarginata,Orthobairdia insolens,Orthobairdia lemairei,Orthobairdia meishanensis,Orthobairdia sp. 1,Orthobairdia sp. 2,Orthothetina regularis,Orthothetina ruber,Orthotichia sp.,Otoceras sp.,Ozarkodina tortilis,Pachydiscoceras changhsingense,Pachyphloia gigantea,Pachyphloia iniqua,Pachyphloia lanceolata,Pachyphloia langei,Pachyphloia linne,Pachyphloia multiseptata,Pachyphloia ovata,Pachyphloia paraovata,Pachyphloia robusta,Pachyphloia schwageri,Pachyphloia sp. 2,Pachyphloia sp. 3,Palaeofusulina acervula,Palaeofusulina minima,Palaeofusulina nana,Palaeofusulina ovata,Palaeofusulina pseudominima,Palaeofusulina simplex,Palaeofusulina sinensis,Palaeolima sp.,Palaeoneilo leiyangensis,Palaeoneilo sunanensis,Palaeonucula sp.,Palaeotextularia sp.,Parabythocythere chongpani,Parabythocythere permica,Paracopicyntra ziyunensis,Paracrurithyris baoqingensis,Paracrurithyris pigmaea,Paracypris gaetanii,Paracypris sp. 1,Paracypris sp. 2,Paraglobivalvulina globosa,Paraglobivalvulina guangxiensis,Paraglobivalvulina mira,Paramacrocypris sp. A,Parametacoceras sp.,Paraparchites chenshii,Paraparchites kansasensis,Paraparchites texanus,Parapygmochonetes baoqingensis,Partisania sp.,Paryphella corculum,Paryphella nasuta,Paryphella orbicularis,Paryphella sinuata,Paryphella sparsiplicata,Paryphella transversa,Paryphella undata,Permocalculus sp.,Permophricodothyris grandis,Permophricodothyris sp.,Permoyoungiella bogschi,Pernopecten sp.,Petasobairdia bicornuta,Petasobairdia nantongensis,Petasobairdia sp. 1,Petasobairdia sp. A,Petasobairdia sp. B,Petasobairdia subnantongensis,Petasobairdia tricornuta,Phricodothyris asiatica,Phricodothyris waageni,Pleuronautilus changxingensis,Pleuronodoceras inflatum,Pleuronodoceras mirificum,Pleuronodoceras multinodosum,Polycope sp.,Postendothyra guangxiensis,Praepilatina texanus,Praezabythocypris pulchraformis,Prelissorhynchia pseudoutah,Prionocyclus sp.,Prionolobus sp.,Promyalina sp.,Protonodosaria sp.,Pseudacanthoscapha striatula,Pseudoammodiscus parvus,Pseudocolaniella sp.,Pseudogastrioceras gigantum,Pseudogastrioceras mullinodosum,Pseudonodosaria conda,Pseudonodosaria conica,Pseudonodosaria conicula,Pseudonodosaria fallax,Pseudonodosaria inflataeforma,Pseudonodosaria linguliformis,Pseudonodosaria nodosariaeformis,Pseudonodosaria ornata,Pseudonodosaria ovoides,Pseudonodosaria paraconica,Pseudonodosaria pigmaeformis,Pseudonodosaria primitiva,Pseudophillipsia sp.,Pseudorayella hungarica,Pseudosageceras sp.,Pseudostephanites meishanensis,Pseudotirolites sp.,Pseudovermiporella serbica,Pseudovermiporella sodalica,Pseudowellerella pseudoutah,Psophoaphaera sp.,Pteria sp.,Pteria variabilis,Pygmochonetes sp.,Rectostipulina pentamerata,Rectostipulina quadrata,Reichelina changhsingensis,Reichelina media,Reichelina pulchra,Reversocypris permiana,Reviya curukensis,Rhipidomella sp.,Robuloides acutus,Robuloides gibbus,Robuloides lens,Robuloides sp.,Rongjiangoceras lenticulare,Rotodiscoceras asiaticum,Samarella meishanella,Samarella victori,Schizodus dubiiformis,Schizophoria sp.,Scutikirkbya nantongensis,Sellierina sellieri,Sengoerina argandi,Shemonaella sp. 1,Shleesha pinguis,Shleesha sp. 1,Shleesha sullivanensis,Silenis acuta,Silenis lenticularis,Silenites sasakwaformis,Silenites sp. A,Silenites zhejiangensis,Sinoceltites costatus,Sinoceltites opimus,Sinoceltites sichuanensis,Solemya sp.,Speciothyris speciosa,Spinomarginifera alpha,Spinomarginifera chengyaoyenensis,Spinomarginifera kueichowensis,Spinomarginifera lopingensis,Squamularia sp.,Stacheoceras chaotianense,Stacheoceras pachydiscum,Staffella sp.,Stigmosphaerostylus itsukaichiensis,Streptorhynchus sp.,Tainoceras sp.,Tapashanites changxingensis,Tapashanites chaotianensis,Tapashanites compressus,Tapashanites costatus,Tapashanites curvoplicatus,Tapashanites radiatum,Tenuichonetes tenuilirata,Tetragregnon sp.,Tetrataxis angusta,Textularia sp.,Tompophiceras sp.,Towapteria scythica,Transcaucasathyris araxensis,Transennatia gratiosus,Triaenosphaera sp.,Triassocythere prisca,Trigonogastrioceras changxingense,Trochammina sp.,Tuberitina sp.,Tubiphytes obscurus,Uncinunellina sp.,Uncinunellina timorensis,Vermiporella longipora,Vermiporella nipponica,Vervilleina bradyi,Waagenites barusiensis,Waylandella sp.,Wellerella delicatula,Worthenia sp.,Wurmiella  cteniforma,Wurmiella  ctenoides,Wurmiella  decrescens,Wurmiella  prioniodellides,Xaniognathus bidentatus,Xaniognathus elongatus,sys,system,series,stage,short,formation,member,lithology,facies,SQ,conodonot_zone,conodont_stg,Thickness,Tbottom,Tmid,Ttop,Sbottom,Smid,Stop,actual,Age,Rate..cm.year.,bottom,mid,top,dur,systemCol,seriesCol,col
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Permian,Lopingian,Wuchiapingian,Wuc,Longtan,,silty mudstone,III2,SQ0 HST,C. longicuspidata,2,7,-6.99,-3.49,0.01,-5090,-4740,-4390,,NA,0.0012,254.81,254.39,253.97,84000,#e35b41,#f8baab,#fac4b8
1u,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,P,Permian,Lopingian,Wuchiapingian,Wuc,Longtan,,calcareous mudrock,III2,SQ0 HST,C. longicuspidata,2,0.3,0.01,0.15,0.3,-4390,-4375,-4360,,NA,0.0012,253.97,253.96,253.94,25000,#e35b41,#f8baab,#fac4b8
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,P,Permian,Lopingian,Wuchiapingian,Wuc,Changxing,Baoqing,micrite,III1,SQ1 LST,C. longicuspidata,2,0.8,0.3,0.7,1.1,-4360,-4320,-4280,,NA,0.0012,253.94,253.92,253.9,44167,#e35b42,#f8baab,#fac4b8
3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,P,Permian,Lopingian,Wuchiapingian,Wuc,Changxing,Baoqing,argillaceous micrite,III1,SQ1 TS,C. longicuspidata,2,0.3,1.1,1.25,1.4,-4280,-4265,-4250,,NA,0.0012,253.9,253.89,253.88,21667,#e35b43,#f8baab,#fac4b8
4a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,P,Permian,Lopingian,Wuchiapingian,Wuc,Changxing,Baoqing,micrite,III2,SQ1 TST,C. wangi,3,0.9,1.4,1.85,2.3,-4250,-4205,-4160,,NA,0.0012,253.88,253.84,253.8,75000,#e35b44,#f8baab,#fac4b8
